criticita,progetto,regione,provincia,comune,multicomune,gestore,strada,prog_ini,prog_fin,livello,criticita_descrizione,criticita_classe,criticita_funz_strada,criticita_opera,criticita_danno,intervento_prima_fase_descrizione,intervento_prima_fase_categoria,intervento_prima_fase_titolo,intervento_prima_fase_importo_investimenti,intervento_prima_fase_tempi_progetto,intervento_prima_fase_tempi_lavori,intervento_prima_fase_prorita,intervento_seconda_fase_descrizione,intervento_seconda_fase_categoria,intervento_seconda_fase_titolo,intervento_seconda_fase_importo_investimenti,intervento_seconda_fase_tempi_progetto,intervento_seconda_fase_tempi_lavori,intervento_seconda_fase_prorita,importo_complessivo,finanziamento,fondi_da_programmare
SSAP0304,"S1AP03_E_1
701",Marche,"Ascoli
Piceno",Arquata del Tronto,,Anas,SS685,16.01,3.49,1,Danneggiamento Galleria Vezzano,Viabilità con ridotte condizioni di sicurezza,Chiusa,Opere d'arte,"Diffusi distacchi di porzioni di cls
dall'intradosso della calotta;
Lesioni longitudinali in entrambi i lati
della calotta (a circa 2,50‐3,00 dal piano
viabile);
Lesioni in corrispondenza di alcuni conci
della galleria, con evidenti fessurazioni
sul piano viabile;
Percolazione diffuse di acque in
corrispondenta dei giunti dei conci.","Asportazione tramite bocciardatura
meccanica e/o a mano delle parti di
calcestruzzo ammalorate;
Accurata pulizia di tutte le superfici
scoperte mediane soffiatura e lavaggio
con acqua in pressione se occorre;
Raddrizzatura e/o riposizionamento
delle armature Φ 22 mm;
Pulizia delle armature messe a nudo
mediante sabbiatura o spazzolatura
energica;
Passivazione dei ferri d’armatura
eseguita mediante l’applicazione di
idoneo prodotto inibitore di corrosione;
Pretrattamento delle superfici di
calcestruzzo scoperte mediante
soluzione acquosa di resine acrilico‐
viniliche stese a spruzzo o a pennello
(mano d’attacco) per garantire la
migliore aderenza con la nuova malta da
ripristino da applicare;
Applicazione di malta da ripristino
strutturale tixotropica fibrorinforzata;
Parziale ripristino dell’armatura
esistente;
Ripristino piano viabile.",Interventi strutturali per il ripristino delle condizioni di sicurezza,"S.S. 685 ‐ Lavori di ripristino dei
calcestruzzi del fornice della galleria, a
seguito del sisma del 24 agosto 2016 e
30 ottobre 2016. Galleria Vezzano.","680.625,00",30,60,1,,,,,,,,"680.625,00",,"680.625,00"
SSAP0305,"S1AP03_E_1
701",Marche,"Ascoli
Piceno",Arquata del Tronto,,Anas,SS685,6.28,1.43,1,Danneggiamento Galleria S. Lucia,Viabilità con ridotte condizioni di sicurezza,Chiusa,Opere d'arte,"Diffusi distacchi di porzioni di cls
dall'intradosso della calotta;
Lesioni longitudinali in entrambi i lati
della calotta (a circa 2,50‐3,00 dal piano
viabile);
Lesioni in corrispondenza di alcuni conci
della galleria, con evidenti fessurazioni
sul piano viabile;
Percolazione diffuse di acque in
corrispondenta dei giunti dei conci.","Asportazione tramite bocciardatura
meccanica e/o a mano delle parti di
calcestruzzo ammalorate;
Accurata pulizia di tutte le superfici
scoperte mediane soffiatura e lavaggio
con acqua in pressione se occorre;
Raddrizzatura e/o riposizionamento
delle armature Φ 22 mm;
Pulizia delle armature messe a nudo
mediante sabbiatura o spazzolatura
energica;
Passivazione dei ferri d’armatura
eseguita mediante l’applicazione di
idoneo prodotto inibitore di corrosione;
Pretrattamento delle superfici di
calcestruzzo scoperte mediante
soluzione acquosa di resine acrilico‐
viniliche stese a spruzzo o a pennello
(mano d’attacco) per garantire la
migliore aderenza con la nuova malta da
ripristino da applicare;
Applicazione di malta da ripristino
strutturale tixotropica fibrorinforzata;
Parziale ripristino dell’armatura
esistente;
Ripristino piano viabile.",Interventi strutturali per il ripristino delle condizioni di sicurezza,"S.S. 685 ‐ Lavori di ripristino dei
calcestruzzi del fornice della galleria, a
seguito del sisma del 24 agosto 2016 e
30 ottobre 2016. Galleria S. Lucia.","371.250,00",30,60,1,,,,,,,,"371.250,00",,"371.250,00"
SSAP0307,"S1AP03_E_1
703",Marche,"Ascoli
Piceno",Arquata del Tronto,,Anas,SS685,5.18,7.27,1,Danneggiamento Galleria Colle Pretelle I,Viabilità con ridotte condizioni di sicurezza,Chiusa,Opere d'arte,"Diffusi distacchi di porzioni di cls
dall'intradosso della calotta;
Lesioni longitudinali in entrambi i lati
della calotta (a circa 2,50‐3,00 dal piano
viabile);
Lesioni in corrispondenza di alcuni conci
della galleria, con evidenti fessurazioni
sul piano viabile;
Percolazione diffuse di acque in
corrispondenta dei giunti dei conci.","Asportazione tramite bocciardatura
meccanica e/o a mano delle parti di
calcestruzzo ammalorate;
Accurata pulizia di tutte le superfici
scoperte mediane soffiatura e lavaggio
con acqua in pressione se occorre;
Raddrizzatura e/o riposizionamento
delle armature Φ 22 mm;
Pulizia delle armature messe a nudo
mediante sabbiatura o spazzolatura
energica;
Passivazione dei ferri d’armatura
eseguita mediante l’applicazione di
idoneo prodotto inibitore di corrosione;
Pretrattamento delle superfici di
calcestruzzo scoperte mediante
soluzione acquosa di resine acrilico‐
viniliche stese a spruzzo o a pennello
(mano d’attacco) per garantire la
migliore aderenza con la nuova malta da
ripristino da applicare;
Applicazione di malta da ripristino
strutturale tixotropica fibrorinforzata;
Parziale ripristino dell’armatura
esistente;
Ripristino piano viabile.",Interventi strutturali per il ripristino delle condizioni di sicurezza,"S.S. 685 ‐ Lavori di ripristino dei
calcestruzzi del fornice della galleria, a
seguito del sisma del 24 agosto 2016 e
30 ottobre 2016. Galleria Colle Pretelle I.","433.125,00",30,45,1,,,,,,,,"433.125,00",,"433.125,00"
SSAP0308,"S1AP03_E_1
709",Marche,"Ascoli
Piceno",Arquata del Tronto,,Anas,SS685,2.35,2.41,1,Caduta massi dal versante di monte,Viabilità con ridotte condizioni di sicurezza,Chiusa,"Barriere e
protezioni","Scoscendimento versante di valle sopra
centro abitato di Pescara del Tronto;
Distacco di materiale detritico.","Esplorazione di versante e parete
rocciosa con rimozione dei blocchi
pericolanti;
Installazione di barriera paramassi su
tratti sfalzati;
Rafforzamento corticale con maglia",Interventi strutturali per il ripristino delle condizioni di sicurezza,"S.S. 685 ‐ Lavori di realizzazione di
barriera paramassi e rafforzamento
corticale, a seguito del sisma 24 agosto
2016 e 30 ottobre 2016.","123.750,00",10,30,1,,,,,,,,"123.750,00",,"123.750,00"
SSAP0309,"S1AP03_E_1
703",Marche,"Ascoli
Piceno",Arquata del Tronto,,Anas,SS685,8.47,9.48,1,Danneggiamento Galleria Colle Pretelle II,Viabilità con ridotte condizioni di sicurezza,Chiusa,Opere d'arte,"Diffusi distacchi di porzioni di cls
dall'intradosso della calotta;
Lesioni longitudinali in entrambi i lati
della calotta (a circa 2,50‐3,00 dal piano
viabile);
Lesioni in corrispondenza di alcuni conci
della galleria, con evidenti fessurazioni
sul piano viabile;
Percolazione diffuse di acque in
corrispondenta dei giunti dei conci.","Asportazione tramite bocciardatura
meccanica e/o a mano delle parti di
calcestruzzo ammalorate;
Accurata pulizia di tutte le superfici
scoperte mediane soffiatura e lavaggio
con acqua in pressione se occorre;
Raddrizzatura e/o riposizionamento
delle armature Φ 22 mm;
Pulizia delle armature messe a nudo
mediante sabbiatura o spazzolatura
energica;
Passivazione dei ferri d’armatura
eseguita mediante l’applicazione di
idoneo prodotto inibitore di corrosione;
Pretrattamento delle superfici di
calcestruzzo scoperte mediante
soluzione acquosa di resine acrilico‐
viniliche stese a spruzzo o a pennello
(mano d’attacco) per garantire la
migliore aderenza con la nuova malta da
ripristino da applicare;
Applicazione di malta da ripristino
strutturale tixotropica fibrorinforzata;
Parziale ripristino dell’armatura
esistente;
Ripristino piano viabile.",Interventi strutturali per il ripristino delle condizioni di sicurezza,"S.S. 685 ‐ Lavori di ripristino dei
calcestruzzi del fornice della galleria, a
seguito del sisma del 24 agosto 2016 e
30 ottobre 2016. Galleria Colle Pretelle
II.","247.500,00",30,15,1,,,,,,,,"247.500,00",,"247.500,00"
SSAP0311,"S1AP03_E_1
709",Marche,"Ascoli
Piceno",Arquata del Tronto,,Anas,SS685,2.41,2.45,1,"franamento e distacchi di materiale
roccioso dal versante di monte",Viabilità con ridotte condizioni di sicurezza,Chiusa,"Barriere e
protezioni","Scoscendimento versante di monte in
prossimità della galleria ""Colle Pretelle
II"";
Distacco di materiale detritico.","Esplorazione di versante e parete
rocciosa con rimozione dei blocchi
pericolanti;
Installazione di barriera paramassi su
tratti sfalzati;
Rafforzamento corticale con maglia",Interventi strutturali per il ripristino delle condizioni di sicurezza,"S.S. 685 ‐ Lavori di realizzazione di
barriera paramassi e rafforzamento
corticale al km 2+407, a seguito del
sisma 24 agosto 2016 e 30 ottobre 2016.","433.125,00",15,45,1,,,,,,,,"433.125,00",,"433.125,00"
SSAP0313,"S1AP03_E_1
703",Marche,"Ascoli
Piceno",Arquata del Tronto,,Anas,SS685,4.06,8.16,1,Danneggiamento Galleria Le Case,Viabilità con ridotte condizioni di sicurezza,Chiusa,Opere d'arte,"Diffusi distacchi di porzioni di cls
dall'intradosso della calotta;
Lesioni longitudinali in entrambi i lati
della calotta (a circa 2,50‐3,00 dal piano
viabile);
Lesioni in corrispondenza di alcuni conci
della galleria, con evidenti fessurazioni
sul piano viabile;
Percolazione diffuse di acque in
corrispondenta dei giunti dei conci.","Asportazione tramite bocciardatura
meccanica e/o a mano delle parti di
calcestruzzo ammalorate;
Accurata pulizia di tutte le superfici
scoperte mediane soffiatura e lavaggio
con acqua in pressione se occorre;
Raddrizzatura e/o riposizionamento
delle armature Φ 22 mm;
Pulizia delle armature messe a nudo
mediante sabbiatura o spazzolatura
energica;
Passivazione dei ferri d’armatura
eseguita mediante l’applicazione di
idoneo prodotto inibitore di corrosione;
Pretrattamento delle superfici di
calcestruzzo scoperte mediante
soluzione acquosa di resine acrilico‐
viniliche stese a spruzzo o a pennello
(mano d’attacco) per garantire la
migliore aderenza con la nuova malta da
ripristino da applicare;
Applicazione di malta da ripristino
strutturale tixotropica fibrorinforzata;
Parziale ripristino dell’armatura
esistente;
Ripristino piano viabile.",Interventi strutturali per il ripristino delle condizioni di sicurezza,"S.S. 685 ‐ Lavori di ripristino dei
calcestruzzi del fornice della galleria, a
seguito del sisma del 24 agosto 2016 e
30 ottobre 2016. Galleria Le Case.","804.375,00",30,60,1,,,,,,,,"804.375,00",,"804.375,00"
SSAP0314,"S1AP03_E_1
705",Marche,"Ascoli
Piceno",Arquata del Tronto,,Anas,SS685,8.33,15.27,1,Danneggiamento Viadotto Briga,Viabilità con ridotte condizioni di sicurezza,Chiusa,Opere d'arte,"Lesioni diffuse delle pile con evidenti
fessurazioni, in particolar modo su
quelle più basse;
Danneggiamenti in corrispondenza dei
giunti;
Abbassamento dei terrapieni e del corpo
stradale in corrispondenza delle spalle
(formazione di gradini dell'altezza di cm","Riparazione delle strutture del viadotto
in c.a.p. costituito da n. 18 campate
Miglioramento sismico",Interventi strutturali per il ripristino delle condizioni di sicurezza +Interventi di mitigazione del rischio residuo,"S.S. 685 ‐ Lavori di ripristino dei danni
causati dal sisma 24 agosto 2016 e 30
ottobre 2016 e di miglioramento sismico
del Viadotto Briga.","12.993.750,00",60,280,1,,,,,,,,"12.993.750,00",,"12.993.750,00"
SSAP0316,"S1AP03_E_1
706",Marche,"Ascoli
Piceno",Arquata del Tronto,,Anas,SS685,16.23,8.42,1,Danneggiamento del Viadotto Lama,Viabilità con ridotte condizioni di sicurezza,Chiusa,Opere d'arte,"Lesioni diffuse delle pile con evidenti
fessurazioni, in particolar modo su
quelle più basse;
Danneggiamenti in corrispondenza dei
giunti;
Abbassamento dei terrapieni e del corpo
stradale in corrispondenza delle spalle
(formazione di gradini dell'altezza di cm","Riparazione delle strutture del viadotto
in c.a.p. costituito da n. 21 campate
Miglioramento sismico",Interventi strutturali per il ripristino delle condizioni di sicurezza +Interventi di mitigazione del rischio residuo,"S.S. 685 ‐ Lavori di ripristino dei danni
causati dal sisma 24 agosto 2016 e 30
ottobre 2016 e di miglioramento sismico
del Viadotto Lama.","15.221.250,00",60,320,1,,,,,,,,"15.221.250,00",,"15.221.250,00"
SSAP0317,"S1AP03_E_1
707",Marche,"Ascoli
Piceno",Arquata del Tronto,,Anas,SS685,8.55,11.31,1,Danneggiamento galleria,Viabilità con ridotte condizioni di sicurezza,Chiusa,Opere d'arte,"Diffusi distacchi di porzioni di cls
dall'intradosso della calotta;
Lesioni longitudinali in entrambi i lati
della calotta (a circa 2,50‐3,00 dal piano
viabile);
Lesioni in corrispondenza di alcuni conci
della galleria, con evidenti fessurazioni
sul piano viabile;
Percolazione diffuse di acque in
corrispondenta dei giunti dei conci.","Asportazione tramite bocciardatura
meccanica e/o a mano delle parti di
calcestruzzo ammalorate;
Accurata pulizia di tutte le superfici
scoperte mediane soffiatura e lavaggio
con acqua in pressione se occorre;
Raddrizzatura e/o riposizionamento
delle armature Φ 22 mm;
Pulizia delle armature messe a nudo
mediante sabbiatura o spazzolatura
energica;
Passivazione dei ferri d’armatura
eseguita mediante l’applicazione di
idoneo prodotto inibitore di corrosione;
Pretrattamento delle superfici di
calcestruzzo scoperte mediante
soluzione acquosa di resine acrilico‐
viniliche stese a spruzzo o a pennello
(mano d’attacco) per garantire la
migliore aderenza con la nuova malta da
ripristino da applicare;
Applicazione di malta da ripristino
strutturale tixotropica fibrorinforzata;
Parziale ripristino dell’armatura
esistente;
Ripristino piano viabile.",Interventi strutturali per il ripristino delle condizioni di sicurezza,"S.S. 685 ‐ Lavori di ripristino dei
calcestruzzi del fornice della galleria, a
seguito del sisma del 24 agosto 2016 e
30 ottobre 2016. Galleria al km 4+295.","482.625,00",30,60,1,,,,,,,,"482.625,00",,"482.625,00"
SSAP0318,"S1AP03_E_1
707",Marche,"Ascoli
Piceno",Arquata del Tronto,,Anas,SS685,11.55,14.31,1,Danneggiamento Viadotto Tufo,Viabilità con ridotte condizioni di sicurezza,Chiusa,Opere d'arte,"Lesioni diffuse delle pile con evidenti
fessurazioni, in particolar modo su
quelle più basse;
Danneggiamenti in corrispondenza dei
giunti;
Abbassamento dei terrapieni e del corpo
stradale in corrispondenza delle spalle
(formazione di gradini dell'altezza di cm","Riparazione delle strutture del viadotto
in c.a.p. costituito da n. 7 campate
Miglioramento sismico",Interventi strutturali per il ripristino delle condizioni di sicurezza +Interventi di mitigazione del rischio residuo,"S.S. 685 ‐ Lavori di ripristino dei danni
causati dal sisma 24 agosto 2016 e 30
ottobre 2016 e di miglioramento sismico
del Viadotto Tufo.","5.197.500,00",60,180,1,,,,,,,,"5.197.500,00",,"5.197.500,00"
SSAP0320,"S1AP03_E_1
707",Marche,"Ascoli
Piceno",Arquata del Tronto,,Anas,SS685,16.59,19.16,1,Danneggiamento Galleria Pianelle,Viabilità con ridotte condizioni di sicurezza,Chiusa,Opere d'arte,"Diffusi distacchi di porzioni di cls
dall'intradosso della calotta;
Lesioni longitudinali in entrambi i lati
della calotta (a circa 2,50‐3,00 dal piano
viabile);
Lesioni in corrispondenza di alcuni conci
della galleria, con evidenti fessurazioni
sul piano viabile;
Percolazione diffuse di acque in
corrispondenta dei giunti dei conci.","Asportazione tramite bocciardatura
meccanica e/o a mano delle parti di
calcestruzzo ammalorate;
Accurata pulizia di tutte le superfici
scoperte mediane soffiatura e lavaggio
con acqua in pressione se occorre;
Raddrizzatura e/o riposizionamento
delle armature Φ 22 mm;
Pulizia delle armature messe a nudo
mediante sabbiatura o spazzolatura
energica;
Passivazione dei ferri d’armatura
eseguita mediante l’applicazione di
idoneo prodotto inibitore di corrosione;
Pretrattamento delle superfici di
calcestruzzo scoperte mediante
soluzione acquosa di resine acrilico‐
viniliche stese a spruzzo o a pennello
(mano d’attacco) per garantire la
migliore aderenza con la nuova malta da
ripristino da applicare;
Applicazione di malta da ripristino
strutturale tixotropica fibrorinforzata;
Parziale ripristino dell’armatura
esistente;
Ripristino piano viabile.",Interventi strutturali per il ripristino delle condizioni di sicurezza,"S.S. 685 ‐ Lavori di ripristino dei
calcestruzzi del fornice della galleria, a
seguito del sisma del 24 agosto 2016 e
30 ottobre 2016. Galleria Pianelle.","495.000,00",30,60,1,,,,,,,,"495.000,00",,"495.000,00"
SSAP0321,"S1AP03_E_1
708",Marche,"Ascoli
Piceno",Arquata del Tronto,,Anas,SS685,11.23,13.08,1,Danneggiamento Galleria,Viabilità con ridotte condizioni di sicurezza,Chiusa,Opere d'arte,"Diffusi distacchi di porzioni di cls
dall'intradosso della calotta;
Lesioni longitudinali in entrambi i lati
della calotta (a circa 2,50‐3,00 dal piano
viabile);
Lesioni in corrispondenza di alcuni conci
della galleria, con evidenti fessurazioni
sul piano viabile;
Percolazione diffuse di acque in
corrispondenta dei giunti dei conci.","Asportazione tramite bocciardatura
meccanica e/o a mano delle parti di
calcestruzzo ammalorate;  Accurata
pulizia di tutte le superfici scoperte
mediane soffiatura e lavaggio con acqua
in pressione se occorre;
Raddrizzatura e/o riposizionamento
delle armature Φ 22 mm; Pulizia delle
armature messe a nudo mediante
sabbiatura o spazzolatura energica;
Passivazione dei ferri d’armatura
eseguita mediante l’applicazione di
idoneo prodotto inibitore di corrosione;
Pretrattamento delle superfici di
calcestruzzo scoperte mediante
soluzione acquosa di resine acrilico‐
viniliche stese a spruzzo o a pennello
(mano d’attacco) per garantire la
migliore aderenza con la nuova malta da
ripristino da applicare; Applicazione di
malta da ripristino strutturale tixotropica
fibrorinforzata;
Parziale ripristino dell’armatura
esistente; Ripristino piano viabile.",Interventi strutturali per il ripristino delle condizioni di sicurezza,"S.S. 685 ‐ Lavori di ripristino dei
calcestruzzi del fornice della galleria, a
seguito del sisma del 24 agosto 2016 e
30 ottobre 2016. Galleria al km 5+383.","371.250,00",30,60,1,,,,,,,,"371.250,00",,"371.250,00"
SSAP0322,"S1AP03_E_1
708",Marche,"Ascoli
Piceno",Arquata del Tronto,,Anas,SS685,17.29,17.42,1,Danneggiamento Sottopasso,Viabilità con ridotte condizioni di sicurezza,Chiusa,Opere d'arte,"Abbassamento del terrapieno e del
corpo stradale in corrispondenza delle
spalle (formazione di gradini dell'altezza
di cm 30‐40);
Ammaloramenti generalizzati e diffusi
con carbonatazione dei calcestruzzi ed
espulsione del copriferro.","Riparazione delle strutture del viadotto
in c.a.p. costituito da n. 1 campate
Miglioramento sismico",Interventi strutturali per il ripristino delle condizioni di sicurezza +Interventi di mitigazione del rischio residuo,"S.S. 685 ‐ Lavori di ripristino dei danni
causati dal sisma 24 agosto 2016 e 30
ottobre 2016 e di miglioramento sismico
del Sottopasso di Forche Canapine.","247.500,00",15,60,1,,,,,,,,"247.500,00",,"247.500,00"
